Date,Category,Subcategory,Location,Value
22/03/2016,Electrician,"Switches, Meters and Fuses",Location 3, 919.59 
28/01/2016,Records Management,Digital Imaging,Location 4, 577.88 
22/04/2016,Electrician,Light Sockets/Holders,Location 6, 951.15 
08/06/2016,Plumber,"Tap, Wash basin and Sink",Location 2, 594.04 
16/03/2016,Carpenter,Furniture Repair/replacement,Location 8, 795.45 
20/06/2016,Electronics,Computer,Location 6, 848.17 
01/06/2016,Plumber,"Tap, Wash basin and Sink",Location 5, 287.64 
21/06/2016,Flooring,Stone & Tile Restoration,Location 9, 331.83 
06/07/2016,Carpenter,General Carpentry Work,Location 8, 5.93 
01/07/2016,Electronics,Computer,Location 1, 888.05 
12/02/2016,Industrial,Escalator,Location 9, 93.28 
17/05/2016,Appliances,UPS,Location 4, 650.60 
15/05/2016,Electrician,Tube Lights,Location 9, 262.46 
05/06/2016,Industrial,Elevator,Location 10, 626.82 
14/03/2016,Appliances,UPS,Location 4, 743.48 
15/02/2016,Waste Management,Disposal,Location 1, 458.38 
30/06/2016,Carpenter,Furniture Repair/replacement,Location 5, 166.47 
06/03/2016,Appliances,Refrigerator Repair,Location 6, 362.12 
30/06/2016,Electronics,Mobile,Location 3, 271.94 
25/01/2016,Appliances,Dishwasher,Location 8, 832.82 
08/02/2016,Carpenter,General Carpentry Work,Location 1, 721.54 
30/03/2016,Appliances,Refrigerator Repair,Location 2, 906.15 
01/02/2016,Electronics,Computer,Location 6, 223.29 
05/06/2016,Electronics,Computer,Location 3, 38.76 
01/07/2016,Electrician,"Switches, Meters and Fuses",Location 5, 260.32 
09/06/2016,Plumber,Choke Up,Location 6, 860.74 
26/01/2016,Carpenter,Furniture Installation and assembly,Location 3, 907.97 
06/02/2016,Plumber,Choke Up,Location 1, 166.01 
27/05/2016,"Fire, Life, and Safety",Fire Extinguishers,Location 10, 353.13 
29/02/2016,Security Systems,Door Lock Systems,Location 3, 408.35 
26/03/2016,Electronics,Computer,Location 6, 191.36 
03/05/2016,Plumber,"Tap, Wash basin and Sink",Location 7, 190.14 
30/03/2016,Electronics,TV,Location 6, 39.06 
25/06/2016,Painter,Texture Painting,Location 5, 61.99 
20/02/2016,Painter,Regular Painting,Location 4, 0.46 
27/04/2016,Carpenter,Furniture Repair/replacement,Location 7, 975.12 
13/05/2016,Industrial,Escalator,Location 2, 198.03 
23/06/2016,Pest Control,Cockroach Control,Location 6, 859.48 
01/05/2016,Pest Control,Cockroach Control,Location 3, 706.97 
07/07/2016,Plumber,Plumbing Electronics,Location 2, 322.19 
05/05/2016,Carpenter,Bolt And Latch,Location 4, 909.58 
22/04/2016,Plumber,Bathroom Fittings,Location 1, 853.42 
10/05/2016,Cleaning,Office,Location 8, 217.94 
08/04/2016,Plumber,Choke Up,Location 6, 657.05 
27/03/2016,Carpenter,Furniture Repair/replacement,Location 9, 420.69 
20/03/2016,Testing,Air Test,Location 6, 762.16 
04/07/2016,Security,Security Guard,Location 1, 629.00 
28/03/2016,Electronics,Computer,Location 10, 702.54 
26/02/2016,Plumber,"Tap, Wash basin and Sink",Location 8, 277.49 
18/04/2016,Painter,Texture Painting,Location 2, 269.79 
10/05/2016,Carpenter,Bolt And Latch,Location 3, 460.49 
02/06/2016,Plumber,Bathroom Fittings,Location 4, 492.52 
03/04/2016,Pest Control,Cockroach Control,Location 4, 856.75 
24/05/2016,Electrician,Fans,Location 6, 766.81 
20/02/2016,Plumber,Choke Up,Location 2, 289.21 
01/03/2016,Plumber,Water Tank,Location 9, 869.34 
25/04/2016,Carpenter,Bolt And Latch,Location 6, 12.17 
24/04/2016,Flooring,Stone & Tile Restoration,Location 5, 339.97 
30/05/2016,Cleaning,Office,Location 9, 535.47 
27/01/2016,Electronics,Printer,Location 7, 886.01 
02/02/2016,Electronics,Computer,Location 9, 123.47 
25/04/2016,Support Staff,Office,Location 9, 964.73 
14/05/2016,Pest Control,Cockroach Control,Location 1, 676.47 
20/06/2016,Plumber,Toilet And Sanitary Work,Location 4, 209.25 
05/05/2016,Electronics,Projector,Location 7, 222.55 
16/06/2016,Plumber,Choke Up,Location 1, 711.44 
06/04/2016,Electronics,Computer,Location 1, 452.40 
11/02/2016,Electrician,Tube Lights,Location 2, 125.61 
23/05/2016,Plumber,Choke Up,Location 2, 363.62 
01/03/2016,Plumber,Toilet And Sanitary Work,Location 6, 386.48 
31/05/2016,Electrician,"Switches, Meters and Fuses",Location 1, 191.75 
30/03/2016,Plumber,Choke Up,Location 10, 252.19 
30/06/2016,Testing,Air Test,Location 7, 336.00 
01/07/2016,Plumber,"Tap, Wash basin and Sink",Location 10, 746.71 
18/02/2016,Carpenter,Bolt And Latch,Location 6, 539.24 
20/06/2016,Painter,Texture Painting,Location 2, 886.73 
02/06/2016,Plumber,"Tap, Wash basin and Sink",Location 4, 188.81 
06/04/2016,Appliances,Refrigerator Repair,Location 7, 187.79 
30/04/2016,Electrician,"Switches, Meters and Fuses",Location 1, 618.99 
28/03/2016,Carpenter,Furniture Installation and assembly,Location 1, 40.42 
21/03/2016,Plumber,"Tap, Wash basin and Sink",Location 7, 759.84 
20/04/2016,Pest Control,Bed Bug Control,Location 7, 193.16 
04/02/2016,Plumber,Water Tank,Location 2, 910.71 
10/03/2016,Plumber,Toilet And Sanitary Work,Location 9, 834.04 
11/03/2016,Plumber,Bathroom Fittings,Location 5, 409.05 
29/03/2016,Plumber,Leakage,Location 3, 567.46 
30/05/2016,Plumber,Choke Up,Location 7, 580.07 
28/01/2016,Plumber,Leakage,Location 7, 452.63 
03/03/2016,Plumber,Pipelines And Pumps,Location 3, 698.82 
30/05/2016,Electronics,Mobile,Location 3, 528.55 
18/06/2016,Painter,Regular Painting,Location 4, 849.55 
04/03/2016,Plumber,Bathroom Fittings,Location 5, 69.00 
13/06/2016,Caterer/Cook,Catering,Location 7, 600.04 
07/06/2016,Electronics,TV,Location 8, 165.53 
24/03/2016,Plumber,"Tap, Wash basin and Sink",Location 4, 63.33 
04/04/2016,Electronics,Printer,Location 3, 299.45 
31/03/2016,Electronics,Computer,Location 1, 359.32 
13/05/2016,Painter,Texture Painting,Location 8, 623.87 
14/06/2016,Records Management,Media Management,Location 1, 362.69 
15/05/2016,Carpenter,General Carpentry Work,Location 1, 827.98 
23/05/2016,Cleaning,Furniture and Furnishings,Location 4, 201.95 
23/05/2016,Appliances,Microwave Oven Repair,Location 2, 714.23 
17/04/2016,Security,Security Guard,Location 3, 79.65 
20/03/2016,Appliances,Microwave Oven Repair,Location 1, 78.11 
27/01/2016,Electrician,"Switches, Meters and Fuses",Location 4, 955.27 
16/06/2016,Plumber,"Tap, Wash basin and Sink",Location 2, 274.26 
05/05/2016,Records Management,Secure Document Destruction,Location 5, 640.71 
04/04/2016,Plumber,Toilet And Sanitary Work,Location 3, 892.49 
01/06/2016,Electrician,Other Lights,Location 2, 886.19 
06/03/2016,Security,Security Guard,Location 8, 67.77 
24/03/2016,Electrician,Other Lights,Location 3, 322.43 
01/05/2016,Cleaning,Office,Location 4, 120.59 
28/01/2016,Plumber,"Tap, Wash basin and Sink",Location 8, 159.47 
02/05/2016,Plumber,"Tap, Wash basin and Sink",Location 3, 420.50 
19/05/2016,Painter,Regular Painting,Location 10, 877.19 
29/06/2016,Electronics,Mobile,Location 9, 934.07 
04/05/2016,Testing,Air Test,Location 2, 353.74 
19/03/2016,Carpenter,General Carpentry Work,Location 2, 779.92 
26/05/2016,Pest Control,Cockroach Control,Location 10, 599.05 
08/03/2016,Pest Control,Cockroach Control,Location 9, 340.02 
12/02/2016,Carpenter,Bolt And Latch,Location 4, 31.44 
18/04/2016,Carpenter,Furniture Repair/replacement,Location 5, 231.55 
02/07/2016,Appliances,Water Purifier,Location 7, 537.27 
04/03/2016,Pest Control,Cockroach Control,Location 10, 583.11 
11/04/2016,Carpenter,Bolt And Latch,Location 4, 167.35 
01/04/2016,Pest Control,Ant Control,Location 1, 277.21 
17/03/2016,Electrician,"Switches, Meters and Fuses",Location 2, 624.30 
18/03/2016,Pest Control,Wood Borer Control,Location 3, 403.45 
27/01/2016,Appliances,Refrigerator Repair,Location 1, 490.26 
24/05/2016,Appliances,Water Purifier,Location 8, 781.92 
14/03/2016,Plumber,Bathroom Fittings,Location 2, 82.06 
11/05/2016,Plumber,Bathroom Fittings,Location 4, 365.67 
29/03/2016,Electrician,Thermography,Location 7, 172.85 
08/06/2016,Cleaning,Furniture and Furnishings,Location 3, 757.75 
21/02/2016,Electronics,Computer,Location 3, 467.15 
22/04/2016,Electronics,Computer,Location 6, 583.07 
24/04/2016,Electronics,Mobile,Location 8, 4.87 
30/05/2016,Pest Control,Bed Bug Control,Location 2, 260.99 
07/04/2016,Appliances,Refrigerator Repair,Location 3, 203.57 
06/07/2016,Plumber,Bathroom Fittings,Location 6, 936.85 
06/05/2016,Electronics,Computer,Location 7, 791.84 
20/06/2016,Carpenter,Furniture Repair/replacement,Location 9, 460.48 
28/04/2016,Appliances,Dishwasher,Location 3, 309.63 
13/05/2016,Carpenter,Furniture Installation and assembly,Location 2, 8.11 
07/02/2016,Pest Control,Ant Control,Location 5, 333.04 
05/07/2016,Carpenter,Bolt And Latch,Location 7, 173.51 
17/04/2016,Electronics,Computer,Location 5, 510.64 
22/05/2016,Plumber,Bathroom Fittings,Location 7, 626.01 
03/05/2016,Electrician,Fans,Location 4, 236.40 
30/05/2016,Electrician,Fans,Location 4, 569.70 
07/03/2016,Electronics,TV,Location 2, 980.21 
28/03/2016,Pest Control,Mosquito Control,Location 3, 117.72 
20/02/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 1, 469.03 
28/01/2016,Plumber,"Tap, Wash basin and Sink",Location 5, 701.01 
11/02/2016,Plumber,"Tap, Wash basin and Sink",Location 9, 840.25 
17/05/2016,Plumber,Leakage,Location 3, 428.03 
06/03/2016,Electronics,TV,Location 7, 60.12 
25/01/2016,Plumber,Leakage,Location 2, 716.43 
10/04/2016,Plumber,Bathroom Fittings,Location 1, 522.56 
13/05/2016,Painter,Texture Painting,Location 4, 895.15 
04/05/2016,Plumber,"Tap, Wash basin and Sink",Location 5, 721.15 
19/05/2016,Plumber,Choke Up,Location 1, 999.43 
11/02/2016,Appliances,Water Purifier,Location 8, 655.89 
27/01/2016,Plumber,"Tap, Wash basin and Sink",Location 4, 28.38 
30/01/2016,Plumber,Bathroom Fittings,Location 7, 651.21 
06/05/2016,Plumber,Water Tank,Location 10, 369.53 
10/04/2016,Plumber,Choke Up,Location 4, 792.66 
17/05/2016,Electrician,"Switches, Meters and Fuses",Location 2, 237.43 
27/03/2016,Carpenter,Bolt And Latch,Location 6, 842.43 
26/06/2016,Appliances,Microwave Oven Repair,Location 10, 278.90 
11/04/2016,Plumber,Bathroom Fittings,Location 3, 423.48 
09/02/2016,Carpenter,Bolt And Latch,Location 3, 7.07 
29/06/2016,Plumber,Choke Up,Location 2, 393.57 
27/05/2016,Plumber,Bathroom Fittings,Location 10, 239.24 
28/05/2016,Pest Control,Cockroach Control,Location 9, 699.61 
07/06/2016,Electronics,TV,Location 2, 120.31 
03/03/2016,Plumber,Pipelines And Pumps,Location 3, 175.49 
11/06/2016,Electrician,"Switches, Meters and Fuses",Location 8, 485.08 
26/04/2016,Electrician,Thermography,Location 2, 878.90 
29/06/2016,Plumber,Toilet And Sanitary Work,Location 8, 337.74 
29/03/2016,Security Systems,CCTV,Location 5, 104.62 
26/01/2016,Plumber,Choke Up,Location 10, 395.20 
30/05/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 2, 698.99 
20/05/2016,Lawn and Garden,Landscaping,Location 3, 200.41 
27/02/2016,Pest Control,Rat Control,Location 8, 764.54 
06/06/2016,Carpenter,General Carpentry Work,Location 6, 816.38 
27/02/2016,Caterer/Cook,Catering,Location 5, 961.52 
10/05/2016,Security,Security Guard,Location 10, 384.72 
08/02/2016,Electronics,Computer,Location 7, 532.83 
03/07/2016,Electrician,"Switches, Meters and Fuses",Location 10, 138.36 
22/02/2016,Electrician,Tube Lights,Location 2, 974.74 
16/02/2016,Appliances,Water Purifier,Location 8, 717.10 
05/05/2016,Cleaning,Office,Location 6, 373.87 
14/04/2016,Plumber,Bathroom Fittings,Location 8, 308.47 
12/02/2016,Carpenter,Bolt And Latch,Location 5, 298.25 
28/01/2016,Electronics,Mobile,Location 4, 29.30 
07/07/2016,Appliances,Coffee Machines,Location 2, 329.06 
25/02/2016,Plumber,Toilet And Sanitary Work,Location 9, 213.57 
19/03/2016,Painter,Regular Painting,Location 8, 64.18 
08/05/2016,Plumber,Toilet And Sanitary Work,Location 9, 658.14 
22/04/2016,Security,Security Guard,Location 3, 426.04 
14/03/2016,Pest Control,Termite Control,Location 7, 961.98 
18/05/2016,Carpenter,Furniture Installation and assembly,Location 5, 511.74 
14/05/2016,Electronics,Mobile,Location 2, 607.18 
22/03/2016,Electrician,"Switches, Meters and Fuses",Location 8, 929.62 
11/06/2016,Pest Control,Cockroach Control,Location 4, 61.08 
11/05/2016,Carpenter,Furniture Repair/replacement,Location 8, 816.51 
04/06/2016,Appliances,Refrigerator Repair,Location 3, 183.62 
15/06/2016,Pest Control,Ant Control,Location 8, 613.17 
03/02/2016,Plumber,Bathroom Fittings,Location 2, 896.63 
27/03/2016,"Fire, Life, and Safety",Fire Extinguishers,Location 7, 842.44 
15/06/2016,Electrician,Tube Lights,Location 5, 718.58 
24/05/2016,Cleaning,Office,Location 9, 803.67 
25/04/2016,Transportation,Mini Tempo,Location 6, 389.10 
26/02/2016,Appliances,Dishwasher,Location 4, 787.35 
23/04/2016,Electronics,Computer,Location 6, 570.55 
26/04/2016,Testing,Air Test,Location 9, 616.92 
24/01/2016,Waste Management,Recycle,Location 7, 26.06 
25/05/2016,Plumber,"Tap, Wash basin and Sink",Location 6, 426.40 
10/05/2016,Caterer/Cook,Catering,Location 10, 124.87 
15/04/2016,Plumber,Toilet And Sanitary Work,Location 8, 628.28 
20/04/2016,Pest Control,Rat Control,Location 9, 35.79 
01/05/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 1, 491.54 
19/04/2016,Plumber,Leakage,Location 5, 714.60 
07/07/2016,Plumber,Choke Up,Location 3, 431.58 
13/06/2016,Plumber,"Tap, Wash basin and Sink",Location 7, 92.75 
01/02/2016,Plumber,Choke Up,Location 5, 87.46 
09/05/2016,Electrician,Tube Lights,Location 2, 961.56 
01/05/2016,Electrician,Other Lights,Location 5, 323.77 
19/05/2016,Electrician,"Switches, Meters and Fuses",Location 5, 800.31 
20/06/2016,Carpenter,General Carpentry Work,Location 8, 943.38 
02/04/2016,Plumber,"Tap, Wash basin and Sink",Location 2, 71.15 
30/06/2016,Appliances,Microwave Oven Repair,Location 7, 718.35 
01/06/2016,Carpenter,Furniture Installation and assembly,Location 10, 312.79 
09/03/2016,Carpenter,Furniture Repair/replacement,Location 4, 191.82 
12/03/2016,Electrician,Fans,Location 2, 524.94 
25/01/2016,Electronics,Mobile,Location 10, 535.88 
17/03/2016,Plumber,Bathroom Fittings,Location 9, 759.65 
10/06/2016,Appliances,Water Purifier,Location 10, 491.81 
20/04/2016,Electronics,Mobile,Location 10, 245.75 
08/03/2016,Plumber,Choke Up,Location 3, 731.94 
27/03/2016,Transportation,Truck,Location 1, 335.22 
03/05/2016,Electronics,TV,Location 9, 776.61 
28/04/2016,Pest Control,Ant Control,Location 1, 45.34 
31/03/2016,Plumber,Leakage,Location 7, 84.08 
24/06/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 8, 243.40 
05/04/2016,Electronics,Computer,Location 6, 130.82 
03/03/2016,Transportation,Car,Location 6, 939.85 
17/05/2016,Electronics,TV,Location 3, 570.98 
24/03/2016,Electrician,Fans,Location 8, 283.00 
11/05/2016,Plumber,Bathroom Fittings,Location 8, 133.36 
15/03/2016,Appliances,Refrigerator Repair,Location 4, 624.39 
12/06/2016,Electronics,Mobile,Location 1, 771.57 
24/02/2016,Painter,Texture Painting,Location 10, 272.44 
13/03/2016,Appliances,Refrigerator Repair,Location 9, 160.97 
01/06/2016,Electrician,Other Lights,Location 2, 355.74 
15/04/2016,Electronics,Computer,Location 6, 814.13 
27/04/2016,Plumber,"Tap, Wash basin and Sink",Location 2, 563.11 
27/06/2016,Flooring,Stone & Tile Restoration,Location 3, 735.94 
28/01/2016,Appliances,Microwave Oven Repair,Location 3, 224.63 
27/01/2016,Pest Control,Mosquito Control,Location 1, 322.34 
26/02/2016,Appliances,Refrigerator Repair,Location 3, 790.91 
20/04/2016,Electrician,"Switches, Meters and Fuses",Location 6, 458.65 
09/05/2016,Security Systems,CCTV,Location 10, 463.59 
03/05/2016,Painter,Regular Painting,Location 10, 468.84 
29/01/2016,Records Management,Digital Imaging,Location 5, 332.19 
02/07/2016,Carpenter,Furniture Installation and assembly,Location 4, 698.20 
17/02/2016,Plumber,Toilet And Sanitary Work,Location 5, 32.51 
26/02/2016,Cleaning,Furniture and Furnishings,Location 1, 157.62 
12/06/2016,Pest Control,Cockroach Control,Location 7, 711.49 
02/04/2016,Electrician,Tube Lights,Location 6, 910.51 
03/03/2016,Carpenter,Furniture Repair/replacement,Location 1, 50.44 
29/06/2016,Appliances,Refrigerator Repair,Location 10, 465.22 
23/03/2016,Transportation,Car,Location 6, 902.38 
21/03/2016,Carpenter,Furniture Repair/replacement,Location 10, 705.58 
09/04/2016,Plumber,"Tap, Wash basin and Sink",Location 3, 521.71 
24/01/2016,Plumber,Pipelines And Pumps,Location 7, 125.81 
26/04/2016,Electrician,Other Lights,Location 1, 298.88 
27/06/2016,Electronics,TV,Location 5, 328.53 
02/07/2016,Carpenter,Furniture Installation and assembly,Location 3, 639.85 
07/07/2016,Pest Control,Cockroach Control,Location 3, 376.05 
14/06/2016,Appliances,Refrigerator Repair,Location 4, 970.41 
18/03/2016,Appliances,Coffee Machines,Location 1, 603.19 
24/02/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 3, 830.65 
02/04/2016,Electronics,Computer,Location 9, 626.96 
02/03/2016,Plumber,"Tap, Wash basin and Sink",Location 9, 327.66 
25/05/2016,Carpenter,Bolt And Latch,Location 1, 886.86 
22/06/2016,Electrician,"Switches, Meters and Fuses",Location 6, 8.32 
14/05/2016,Electrician,Light Sockets/Holders,Location 7, 3.27 
28/02/2016,Flooring,Stone & Tile Restoration,Location 4, 757.93 
27/03/2016,Security Systems,Door Lock Systems,Location 2, 666.58 
13/02/2016,Electronics,TV,Location 1, 762.91 
05/06/2016,Plumber,Water Tank,Location 10, 567.42 
28/04/2016,Transportation,Truck,Location 4, 154.92 
02/06/2016,Electrician,Other Lights,Location 8, 258.89 
22/02/2016,Transportation,Mini Tempo,Location 9, 591.44 
28/04/2016,Plumber,Toilet And Sanitary Work,Location 6, 373.29 
27/05/2016,Appliances,Cooler,Location 6, 537.35 
13/02/2016,Electrician,Other Lights,Location 1, 955.60 
16/06/2016,Plumber,Leakage,Location 3, 58.78 
24/02/2016,Electrician,"Switches, Meters and Fuses",Location 7, 961.73 
08/03/2016,Electrician,Fans,Location 10, 567.86 
28/05/2016,Pest Control,Ant Control,Location 5, 219.84 
23/05/2016,Electronics,Computer,Location 1, 616.31 
28/04/2016,Carpenter,General Carpentry Work,Location 2, 280.49 
15/06/2016,Electronics,Computer,Location 2, 465.81 
19/06/2016,Appliances,Water Purifier,Location 8, 296.00 
30/03/2016,Electronics,Computer,Location 9, 527.94 
01/07/2016,Plumber,Toilet And Sanitary Work,Location 3, 619.16 
07/04/2016,Pest Control,Cockroach Control,Location 6, 309.58 
02/06/2016,Electronics,TV,Location 3, 525.37 
19/05/2016,Electrician,"Switches, Meters and Fuses",Location 2, 979.76 
01/02/2016,Carpenter,General Carpentry Work,Location 3, 784.89 
02/04/2016,Waste Management,Recycle,Location 4, 351.53 
10/06/2016,Electronics,Computer,Location 3, 53.58 
29/02/2016,Plumber,"Tap, Wash basin and Sink",Location 8, 572.54 
22/02/2016,Electrician,Other,Location 3, 729.90 
25/01/2016,Pest Control,Ant Control,Location 5, 691.32 
21/05/2016,Painter,Texture Painting,Location 7, 491.24 
27/06/2016,Electronics,Computer,Location 2, 774.00 
10/05/2016,Electronics,Printer,Location 7, 53.62 
15/05/2016,Plumber,"Tap, Wash basin and Sink",Location 8, 729.86 
03/07/2016,Plumber,"Tap, Wash basin and Sink",Location 9, 612.97 
08/06/2016,Appliances,Water Purifier,Location 6, 520.02 
23/05/2016,Plumber,Toilet And Sanitary Work,Location 4, 720.56 
09/06/2016,Electronics,Mobile,Location 7, 171.21 
18/06/2016,Electronics,Computer,Location 1, 358.79 
16/06/2016,Appliances,Air Conditioner (AC) Repair and Maintenance,Location 10, 312.16 
01/05/2016,Appliances,Refrigerator Repair,Location 9, 318.73 
